Association,From Connection,To Connection,From Object,To Object
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0040
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B01TBWP00001/RB00023,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1B02TBWP00001/RB00023,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0050
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0070
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0110
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0120
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0240
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/HIGH_QUALITY_LIQUIDY_ASSET/C00_072_000_0580
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00599,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D50TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D50TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D50TBWP00001/RB00599,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D50TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00599,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0035
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00599,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00329,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB10003,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB00021,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_FDLF01TBWP00002/FB01152,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00010,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00024,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00031,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_GRZTRVTBWP00002/GB00046,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0060
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00230,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1D01TBWP00001/RB00321,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00599,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1C01TBWP00001/RB00882,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00023,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_RP1EP1TBWP00001/RB00029,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Custom_SdV://Grace_Schema/TAB_NB01395/NB01395,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
core.DirectionalDataFlow,,,Vigilanza_ORAP02://ORAP02/SDV/INP_NDGA01TBWP00001/NB00173,Custom_SdV://Grace_Schema/TOTALE_DEI_DEFLUSSI_DI_CASSA_NETTI/C00_073_000_0070
